AdrID,AkpIDTase0,AkpIDTase1,AkpIDTase2,AkpIDTase3,AkpIDTase4,AkpIDTase5,AkpIDTase6,AkpIDTase7,AkpIDTase8,AdrAadress,KdIDAdressiStaatus,AdrOige,AdrSihtnumber,AdrMajaNr,ADS_ADR_ID,ADS_ADR_TEKST,ADS_ADS_OID,ADS_ADR_MUUDETI,ADS_ORIG_TUNNUS,ADS_MUUD_OBJEKTID,ADS_KOODAADRESS,ADS_ADOB_ID,ADSILID,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
281719,,37,446.0,,,00ZH,,2IXY,,"Harju maakond, Maardu linn, Vana-Narva mnt 18a",549,,20561,18a,,,CU00240743,,,,,10034863,,,,,,,
3768614,,68,637.0,1237.0,,,69BI,,,"Pärnu maakond, Põhja-Pärnumaa vald, Aluste küla, Sooääre",549,,28136,,,,CU00591219,,,,,11006252,,3865.0,2025-02-01 09:23:38,,,,12.0
3466780,,37,305.0,7894.0,,,7R4K,,,"Harju maakond, Kiili vald, Sõmeru küla, Liblika",549,,29769,,,,ME03280177,,,,,9814167,,,,,,,
3253411,,45,130.0,9111.0,,0MP7,,7ATZ,,"Ida-Viru maakond, Alutaguse vald, Vasknarva küla, Sõrenetsi tee 15",549,,40311,15,,,ME02619357,,,,,9065030,,1911.0,2017-06-11 12:32:10,,,,46.0
2848472,,45,511.0,,,014M,,7TXS,,"Ida-Viru maakond, Narva linn, Lõokese tn 34",549,,60205,34,,,ME01858030,,,,,8289148,,,,,,,
3244066,,87,917.0,7657.0,,,EZWX,,,"Võru maakond, Võru vald, Soena küla, Mäe-Soenina",549,,30028,,,,CU03624330,,,,,9046321,,5801.0,2017-06-11 11:54:11,,,,38.0
278155,,37,651.0,1373.0,,0669,,3MK4,,"Harju maakond, Raasiku vald, Aruküla alevik, Kirsi tn 2",549,,38043,2,,,CU00356362,,,,,10469672,,369.0,2022-05-04 16:41:30,,,,21.0
3736410,,37,245.0,4496.0,,0VWI,,D8BX,,"Harju maakond, Jõelähtme vald, Loo alevik, Ranna tee 1",549,,18418,1,,,CU04101123,,,,,10894522,,,,,,,
2751417,,60,191.0,7329.0,,,0XS7,,,"Lääne-Viru maakond, Haljala vald, Sagadi küla, Metsanurme",549,,64377,,,,CU00552175,,,,,8022826,,,,,,,
2634627,,74,714.0,2366.0,,,4M3X,,,"Saare maakond, Saaremaa vald, Järve küla, Sepa",549,,63424,,,,CU00411843,,,,,7805202,,,,,,,
2662126,,56,184.0,1692.0,,0RVC,,AUY6,,"Lääne maakond, Haapsalu linn, Haapsalu linn, Kopli tn 1",549,,53369,1,,,ME00782145,,,,,7863025,,,,,,,
2366709,,37,784.0,339.0,,03VM,,9TQ2,,"Harju maakond, Tallinn, Kristiine linnaosa, Kaarna tn 17",549,,81121,17,,,CU00473842,,,,,6433894,,,,,,,
3729929,,81,857.0,8918.0,,0SF6,,B4ZT,,"Valga maakond, Valga vald, Valga linn, Perve tn 18",549,,71069,18,,,ME00967755,,,,,10852467,,2040.0,2024-02-01 12:19:44,,,,39.0
3658032,,37,784.0,614.0,,04CJ,,CZAQ,L8WV,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kalaranna tn 42/5-52",549,,64496,42/5,,,MR04024771,,,,,10598244,,,,,,,
3231084,,87,917.0,4517.0,,,DD9K,,,"Võru maakond, Võru vald, Loosi küla, Joonatani-Saare",549,,18161,,,,ME04069877,,,,,10753287,,,,,,,
2601176,,74,714.0,9629.0,,,16BO,,,"Saare maakond, Saaremaa vald, Väike-Pahila küla, Põlde",549,,37110,,,,EE00811634,,,,,7782486,,,,,,,
2930403,,39,205.0,4898.0,,,2KNX,,,"Hiiu maakond, Hiiumaa vald, Metsalauka küla, Veidri",549,,65069,,,,ME01180880,,,,,10930517,,253.0,2024-03-08 03:02:23,,,,3.0
3089098,,68,624.0,6619.0,,0T26,,BJQN,IGVS,"Pärnu maakond, Pärnu linn, Pärnu linn, Rohu tn 134-64",549,,61049,134,,,ER01267777,,,,,8713766,,5199.0,2017-02-11 12:48:45,,,,48.0
3715344,,81,857.0,7005.0,,,43N6,,,"Valga maakond, Valga vald, Ringiste küla, Ala-Kiberi",549,,86556,,,,ME00938110,,,,,10847650,,3568.0,2024-02-01 12:18:29,,,,11.0
3330327,,79,432.0,7189.0,,,0RFQ,,,"Tartu maakond, Luunja vald, Rõõmu küla, Sameti",549,,12560,,,,CU00231288,,,,,10570001,,223.0,2022-12-10 18:07:49,,,,10.0
1074174,,37,245.0,4496.0,,06R0,,3QWQ,6MI1,"Harju maakond, Jõelähtme vald, Loo alevik, Kuusiku tee 3-39",549,,85456,3,,,ER01487764,,,,,4754674,,,,,,,
392892,,37,424.0,,,00VM,,1KKY,,"Harju maakond, Loksa linn, Lille tn 13",549,,59857,13,,,ME02778338,,,,,4050691,,,,,,,
2072047,,74,478.0,4058.0,,,DLDV,,,"Saare maakond, Muhu vald, Laheküla, Laiu",549,,72518,,,,ME02421698,,,,,6310877,,6645.0,2014-10-10 19:17:19,,,,17.0
3151659,,84,899.0,5237.0,,,E8MQ,,,"Viljandi maakond, Viljandi vald, Mähma küla, Vesiroosi tee",549,,10772,,,,ME03786511,,,,,9861579,,,,,,,
3231188,,87,917.0,6283.0,,,BN9J,,,"Võru maakond, Võru vald, Piusa küla, Piusa raudteejaam",549,,56105,,,,ME00873132,,,,,9028271,,4771.0,2017-06-11 11:14:00,,,,7.0
2297209,,37,784.0,482.0,,03WB,,1TB6,1MVY,"Harju maakond, Tallinn, Mustamäe linnaosa, Akadeemia tee 62-42",549,,49139,62,,,ER01244748,,,,,6632238,,,,,,,
3540521,,37,725.0,7453.0,,0RWW,,AZ8N,,"Harju maakond, Saue vald, Saue linn, Jälgimäe tee 7",549,,61116,7,,,CU03209741,,,,,10135570,,4491.0,2020-01-09 11:18:59,,,,7.0
2989082,,79,171.0,8180.0,,08W1,,AM1U,,"Tartu maakond, Elva vald, Teedla küla, Vana tn 6",549,,64921,6,,,ME00760673,,,,,8519409,,5365.0,2017-01-11 12:46:43,,,,2.0
3110966,,79,793.0,8151.0,,0SUD,,BMJY,IUXR,"Tartu maakond, Tartu linn, Tartu linn, J. Kuperjanovi tn 38a-3",549,,80545,38a,,,ER01467387,,,,,8749335,,870.0,2017-02-11 14:19:28,,,,32.0
3776053,,68,806.0,1344.0,,0OOD,,AEBH,GK8J,"Pärnu maakond, Tori vald, Are alevik, Kuuse tn 2/1-10",549,,81582,2/1,,,MR03260076,,,,,11023593,,1398.0,2025-02-01 09:28:56,,,,15.0
2711453,,60,663.0,,,02CQ,,2AWL,,"Lääne-Viru maakond, Rakvere linn, Kotka tn 12",549,,89069,12,,,CU00373939,,,,,7941732,,,,,,,
3437623,,37,784.0,387.0,,0TW5,,C24G,,"Harju maakond, Tallinn, Lasnamäe linnaosa, Raudsüdame tn 6",549,,38906,6,,,CU00454631,,,,,9673650,,,,,,,
2289313,,37,784.0,387.0,,03XX,,3II7,380L,"Harju maakond, Tallinn, Lasnamäe linnaosa, Vikerlase tn 10-70",549,,73993,10,,,ER01320903,,,,,6683206,,,,,,,
3718812,,81,857.0,8918.0,,0S70,,B1KW,,"Valga maakond, Valga vald, Valga linn, Kase tn 13",549,,38760,13,,,ME00924361,,,,,10852076,,302.0,2024-02-01 12:19:38,,,,8.0
3325986,,79,432.0,4451.0,,07T0,,9WJB,GHCJ,"Tartu maakond, Luunja vald, Lohkva küla, Aiandi tee 5b-27",549,,45774,5b,,,MR02313515,,,,,9258005,,3436.0,2017-07-11 12:25:59,,,,42.0
2593791,,45,803.0,7348.0,,,0LM2,,,"Ida-Viru maakond, Toila vald, Saka küla, Kõrtsi",549,,67125,,,,ME02127146,,,,,10902016,,,,,,,
2719698,,37,431.0,3207.0,,0Q40,,9SAI,,"Harju maakond, Lääne-Harju vald, Kloogaranna küla, Ojala tee 7",549,,73654,7,,,EE03775931,,,,,10442435,,1024.0,2022-06-02 20:45:36,,,,5.0
2256073,,37,784.0,524.0,,03Q0,,1OYF,,"Harju maakond, Tallinn, Nõmme linnaosa, Viljandi mnt 13",549,,13804,13,,,ME03950567,,,,,10373628,,,,,,,
3176997,,71,668.0,6826.0,,022F,,1I14,,"Rapla maakond, Rapla vald, Rapla linn, Välja tn 38",549,,60968,38,,,ME02769126,,,,,8883368,,3990.0,2017-03-11 12:53:04,,,,26.0
3312069,,45,251.0,2270.0,,009A,,30KE,,"Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Narva mnt 115",549,,54057,115,,,EE01035754,,,,,10677252,,,,,,,
3641177,,79,796.0,9162.0,,,GII2,,,"Tartu maakond, Tartu vald, Vedu küla, Pihlaka",549,,97670,,,,CU00484093,,,,,10517570,,799.0,2022-12-07 09:12:37,,,,14.0
3042324,,68,624.0,6619.0,,0SRS,,B6TW,,"Pärnu maakond, Pärnu linn, Pärnu linn, Õli tn 3",549,,99016,3,,,EE00728099,,,,,8764934,,4196.0,2017-02-11 15:05:48,,,,40.0
3386959,,50,618.0,6537.0,,0TDI,,BSVY,,"Jõgeva maakond, Põltsamaa vald, Põltsamaa linn, Gaasi tn 6",549,,62994,6,,,ME01109442,,,,,9423868,,6734.0,2017-08-11 18:15:39,,,,41.0
3584988,,84,615.0,7839.0,,0UMO,,CMR2,,"Viljandi maakond, Põhja-Sakala vald, Suure-Jaani linn, Tallinna tn 32b",549,,31632,32b,,,EE01071635,,,,,10459210,,,,,,,
3574839,,37,725.0,7453.0,,0RY7,,AX7V,HIT1,"Harju maakond, Saue vald, Saue linn, Kuuma tn 3-29",549,,71261,3,,,ER01571424,,,,,10199060,,1176.0,2020-01-09 11:55:33,,,,3.0
3336140,,87,698.0,8762.0,,,09B8,,,"Võru maakond, Rõuge vald, Uue-Saaluse küla, Järve",549,,26728,,,,CU00055864,,,,,9337653,,5475.0,2017-08-11 14:16:40,,,,43.0
3042407,,79,793.0,8151.0,,0SZI,,B6UY,,"Tartu maakond, Tartu linn, Tartu linn, Puiestee tn 110a",549,,91560,110a,,,ME00751880,,,,,8712891,,6274.0,2017-02-11 12:47:24,,,,29.0
3286908,,87,919.0,,,05IY,,0Y4N,5H3P,"Võru maakond, Võru linn, Luha tn 25-30",549,,80008,25,,,ER01429085,,,,,9167825,,4832.0,2017-06-11 16:48:32,,,,42.0
3531093,,52,834.0,8594.0,,0UGN,,CJG2,,"Järva maakond, Türi vald, Türi linn, Linnu tn 2a",549,,13534,2a,,,ME03135527,,,,,10077171,,4221.0,2020-11-05 12:24:08,,,,27.0
1581008,,37,890.0,7039.0,,0NPC,,,,"Harju maakond, Viimsi vald, Rohuneeme küla, Rootsi tee",549,,61645,,,,LP02006471,,,,,6839632,,,,,,,
2364157,,37,784.0,482.0,,01JS,,3JP3,FB5H,"Harju maakond, Tallinn, Mustamäe linnaosa, Sõpruse pst 186a-16",549,,87580,186a,,,MR03350572,,,,,6559432,,,,,,,
3567359,,37,725.0,7453.0,,,F6KN,,,"Harju maakond, Saue vald, Saue linn, Nurgakivi tänav J1",549,,83975,,,,CU01799374,,,,,10179197,,4416.0,2020-01-09 11:45:22,,,,24.0
3712501,,81,857.0,8069.0,,,4444,,,"Valga maakond, Valga vald, Taheva küla, Soemõisa",549,,96900,,,,ME03194063,,,,,10844380,,3918.0,2024-02-01 12:17:42,,,,48.0
2341539,,37,784.0,387.0,,03JY,,3IE5,EH9F,"Harju maakond, Tallinn, Lasnamäe linnaosa, Raadiku tn 9-1443",549,,13552,9,,,MR03275852,,,,,6498550,,,,,,,
3457813,,37,784.0,298.0,,05YA,,1E0T,K0C0,"Harju maakond, Tallinn, Kesklinna linnaosa, Rävala pst 8-204a",549,,21003,8,,,MR03760523,,,,,9785482,,,,,,,
2829644,,45,511.0,,,0156,,ADHV,,"Ida-Viru maakond, Narva linn, Põhja tn 12",549,,94246,12,,,EE01858664,,,,,8262758,,,,,,,
2212338,,37,784.0,482.0,,03WB,,1SRH,AG60,"Harju maakond, Tallinn, Mustamäe linnaosa, Akadeemia tee 14-74",549,,66179,14,,,ER01721360,,,,,6691537,,,,,,,
2912627,,39,205.0,3009.0,,,4HCH,,,"Hiiu maakond, Hiiumaa vald, Kiduspe küla, Koidu",549,,27786,,,,ME03081490,,,,,8467891,,,,,,,
611213,,37,353.0,1007.0,,,0C3A,,,"Harju maakond, Kuusalu vald, Kolga-Aabla küla, Kivi",549,,70515,,,,CU00225123,,,,,10469735,,2086.0,2022-05-04 21:48:59,,,,10.0
3656406,,37,784.0,614.0,,0VEY,,D0BF,L8CO,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Angervaksa tn 2-217",549,,33819,2,,,MR03437107,,,,,10585005,,,,,,,
2342842,,37,784.0,298.0,,03OV,,1E7E,EIVK,"Harju maakond, Tallinn, Kesklinna linnaosa, Maakri tn 36-139",549,,16590,36,,,MR03280865,,,,,6499654,,,,,,,
3025055,,68,624.0,4430.0,,,3RP5,,,"Pärnu maakond, Pärnu linn, Liu küla, Otsa",549,,44099,,,,ME03368867,,,,,8642079,,3679.0,2017-02-11 09:45:03,,,,2.0
2196998,,37,784.0,596.0,,04KB,,1QDZ,8Z2V,"Harju maakond, Tallinn, Pirita linnaosa, Tarja tn 8-4",549,,59689,8,,,ER01603907,,,,,6419465,,,,,,,
2572211,,52,255.0,1188.0,,,43WG,,,"Järva maakond, Järva vald, Albu küla, Koltsimäe",549,,52906,,,,ME01124123,,,,,7698355,,,,,,,
3195448,,64,622.0,3050.0,,,FAXF,,,"Põlva maakond, Põlva vald, Kiisa küla, Piiri",549,,37742,,,,CU00333107,,,,,8985108,,2951.0,2017-03-11 16:35:17,,,,41.0
3546932,,37,725.0,5601.0,,,7A2H,,,"Harju maakond, Saue vald, Odulemma küla, Väike-Keldrimäe",549,,69598,,,,ME02759413,,,,,10186301,,4365.0,2020-01-09 11:49:17,,,,38.0
3544345,,71,502.0,3380.0,,,9PVX,,,"Rapla maakond, Märjamaa vald, Konuvere küla, Märjamaa metskond 47",549,,52840,,,,CU01925322,,,,,10139709,,21.0,2020-01-09 11:21:34,,,,43.0
3346920,,50,247.0,4367.0,,,7NYX,,,"Jõgeva maakond, Jõgeva vald, Lilastvere küla, Kullamäe",549,,54236,,,,CU00623763,,,,,9300051,,2381.0,2017-08-11 12:56:30,,,,32.0
3761378,,68,806.0,4314.0,,,4FKR,,,"Pärnu maakond, Tori vald, Levi küla, Uueda",549,,59692,,,,CU00508159,,,,,11004007,,243.0,2025-02-01 09:22:50,,,,10.0
3701460,,87,732.0,7524.0,,,GU7X,,,"Võru maakond, Setomaa vald, Selise küla, Vanakikka",549,,46471,,,,EE03164821,,,,,10748154,,2634.0,2023-12-09 10:07:11,,,,42.0
3324285,,45,251.0,2270.0,,009C,,2PPV,21HI,"Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Nooruse tn 8-17",549,,65255,8,,,ER01264338,,,,,10274398,,,,,,,
269315,,37,653.0,6713.0,,0CJP,,3VCC,,"Harju maakond, Rae vald, Rae küla, Kivinuki tee 19",549,,43065,19,,,EE01172038,,,,,6157578,,1676.0,2014-11-06 03:48:51,,,,42.0
2607075,,74,714.0,1272.0,,,4NAX,,,"Saare maakond, Saaremaa vald, Angla küla, Kopli",549,,20735,,,,EE00818623,,,,,10434272,,,,,,,
2116451,,37,784.0,614.0,,01LH,,1A4G,,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Roo tn 24",549,,71644,24,,,ME00647793,,,,,6655051,,,,,,,
2722072,,37,431.0,1782.0,,,2FVA,,,"Harju maakond, Lääne-Harju vald, Hatu küla, Uus-Inga",549,,12540,,,,CU00294924,,,,,7968877,,,,,,,
3062845,,79,793.0,8151.0,,0STL,,BDFI,,"Tartu maakond, Tartu linn, Tartu linn, Astri tn 7",549,,80702,7,,,EE00765915,,,,,8775237,,1771.0,2017-02-11 15:38:05,,,,8.0
3381056,,50,247.0,2262.0,,0TF0,,BQW2,,"Jõgeva maakond, Jõgeva vald, Jõgeva linn, Allika tn 31",549,,16826,31,,,CU00103701,,,,,9413968,,2252.0,2017-08-11 17:55:21,,,,8.0
2123628,,37,784.0,339.0,,062E,,1RL7,,"Harju maakond, Tallinn, Kristiine linnaosa, Tedre tn 24",549,,55870,24,,,CU00473283,,,,,6648615,,,,,,,
3223561,,87,917.0,5531.0,,,50YB,,,"Võru maakond, Võru vald, Nõnova küla, Niine",549,,39389,,,,ME01119000,,,,,9163585,,1575.0,2017-06-11 16:38:40,,,,31.0
3353126,,50,618.0,1351.0,,,ED8T,,,"Jõgeva maakond, Põltsamaa vald, Arisvere küla, Pumbamaja",549,,95215,,,,ME03133354,,,,,9655628,,,,,,,
3540740,,71,502.0,8208.0,,,1YYH,,,"Rapla maakond, Märjamaa vald, Tiduvere küla, Alasi",549,,18993,,,,CU00549634,,,,,10172011,,1631.0,2020-01-09 11:41:05,,,,8.0
3331836,,79,528.0,2039.0,2D21,,,667K,,"Tartu maakond, Nõo vald, Illi küla, Maie vkt 11",549,,95426,11,,,CU00285172,,,,,9274974,,3968.0,2017-07-11 12:56:33,,,,29.0
2314653,,37,784.0,176.0,,04JF,,0X15,77IY,"Harju maakond, Tallinn, Haabersti linnaosa, Räga tn 10-9",549,,15276,10,,,ER01518260,,,,,6650697,,,,,,,
2846644,,79,283.0,7214.0,,08G8,,0YQ4,,"Tartu maakond, Kambja vald, Räni alevik, Viirpuu tn 19",549,,14067,19,,,ME00755634,,,,,8230119,,,,,,,
3420810,,60,272.0,3362.0,,,FGA6,,,"Lääne-Viru maakond, Kadrina vald, Kolu küla, Schweinhofi",549,,42411,,,,ME00898868,,,,,9570293,,,,,,,
3023244,,68,624.0,1458.0,,01WV,,2IAN,0PYL,"Pärnu maakond, Pärnu linn, Audru alevik, Raku tee 1-11",549,,36130,1,,,ER01203094,,,,,8615254,,3841.0,2017-02-11 09:02:49,,,,41.0
3508733,,79,171.0,1813.0,,,FX7B,,,"Tartu maakond, Elva vald, Hellenurme küla, Ööbikuoru",549,,12671,,,,CU03843572,,,,,10635445,,4022.0,2023-12-01 16:17:36,,,,1.0
3575170,,71,502.0,4647.0,,,1YRT,,,"Rapla maakond, Märjamaa vald, Läti küla, Korro",549,,91439,,,,CU00549265,,,,,10199918,,3172.0,2020-01-09 11:55:57,,,,41.0
2975792,,81,557.0,4837.0,,,4BW4,,,"Valga maakond, Otepää vald, Meegaste küla, Koolimaa",549,,29973,,,,CU00322850,,,,,8509427,,2811.0,2017-01-11 12:31:15,,,,1.0
3476784,,37,305.0,3039.0,,0KZ4,,5Z9G,,"Harju maakond, Kiili vald, Kiili alev, Metsa tn 11",549,,41266,11,,,EE01659325,,,,,9834074,,,,,,,
207160,,74,478.0,7847.0,,,0NDL,,,"Saare maakond, Muhu vald, Suuremõisa küla, Rehematsi",549,,26544,,,,ME02442048,,,,,3922592,,,,,,,
2939467,,39,205.0,4890.0,,,4GE1,,,"Hiiu maakond, Hiiumaa vald, Metsaküla, Kopliääre",549,,72070,,,,CU00214423,,,,,8368559,,,,,,,
3051325,,79,793.0,8151.0,,0SUI,,BA6U,,"Tartu maakond, Tartu linn, Tartu linn, Toominga tn 1/1",549,,97747,1/1,,,EE01764600,,,,,8663646,,1275.0,2017-02-11 11:04:34,,,,28.0
3379988,,50,486.0,5097.0,,0TF8,,BQEN,,"Jõgeva maakond, Mustvee vald, Mustvee linn, Tartu tn 1",549,,24993,1,,,CU00258913,,,,,9708390,,5990.0,2019-04-01 13:10:41,,,,3.0
3559710,,37,725.0,7453.0,,0RZ6,,AZDA,HIYA,"Harju maakond, Saue vald, Saue linn, Kuuseheki tn 27/2-47",549,,83920,27/2,,,MR03484440,,,,,10162781,,5428.0,2020-01-09 11:36:13,,,,35.0
2148554,,37,784.0,387.0,,04BA,,1FVM,1KC0,"Harju maakond, Tallinn, Lasnamäe linnaosa, Läänemere tee 6-51",549,,38569,6,,,ER01241687,,,,,6697771,,,,,,,
2978241,,79,171.0,6322.0,,,5FJZ,,,"Tartu maakond, Elva vald, Poole küla, Mäe",549,,70952,,,,CU00172009,,,,,8488835,,4507.0,2017-01-11 11:55:28,,,,48.0
3046997,,79,793.0,8151.0,,0SNG,,B8KE,,"Tartu maakond, Tartu linn, Tartu linn, Variku tn 61",549,,43586,61,,,EE00772590,,,,,9492567,,,,,,,
2576819,,52,255.0,9807.0,,,1VJL,,,"Järva maakond, Järva vald, Öötla küla, Mäe",549,,58351,,,,ME00864569,,,,,7667816,,,,,,,
2807924,,60,272.0,4498.0,,,548W,,,"Lääne-Viru maakond, Kadrina vald, Loobu küla, Kuusekännu",549,,31992,,,,CU01872792,,,,,8128860,,,,,,,
3608784,,79,432.0,4451.0,,0U1Y,,CR0Z,,"Tartu maakond, Luunja vald, Lohkva küla, Ratasvälja tee 17b",549,,89415,17b,,,ME03711738,,,,,10363110,,,,,,,
3673856,,45,736.0,,,0VJD,,D1TF,LC52,"Ida-Viru maakond, Sillamäe linn, J. Gagarini tn 23-58",549,,89593,23,,,ER01568064,,,,,10623661,,1614.0,2023-02-01 10:52:14,,,,25.0
3573990,,71,502.0,5280.0,,029B,,11UR,,"Rapla maakond, Märjamaa vald, Märjamaa alev, Oru tn 16",549,,25012,16,,,CU00267946,,,,,10196540,,5771.0,2020-01-09 11:54:20,,,,34.0
3053394,,79,793.0,8151.0,,0SSB,,BATL,,"Tartu maakond, Tartu linn, Tartu linn, Kastani tn 47",549,,31465,47,,,CU00490630,,,,,8692280,,5013.0,2017-02-11 12:11:55,,,,14.0
3726252,,87,145.0,1303.0,,,64DK,,,"Võru maakond, Antsla vald, Antsu küla, Kriibi",549,,50768,,,,ME01037489,,,,,10849151,,4249.0,2024-02-01 12:18:52,,,,33.0
2569889,,52,255.0,1920.0,,,1JDG,,,"Järva maakond, Järva vald, Huuksi küla, Vanalomsi",549,,24168,,,,CU00168349,,,,,7661282,,,,,,,
2924485,,39,205.0,5360.0,,,1VPJ,,,"Hiiu maakond, Hiiumaa vald, Nasva küla, Künka",549,,85849,,,,ME02342210,,,,,8438755,,,,,,,
2368747,,37,784.0,614.0,,08GR,,9GEI,FG7G,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Helme tn 9b-52",549,,13365,9b,,,ER01501811,,,,,6464188,,,,,,,
3596489,,79,793.0,8151.0,,0SYW,,BDRV,KP6T,"Tartu maakond, Tartu linn, Tartu linn, Ladva tn 7-3",549,,50888,7,,,ER04023663,,,,,10595888,,,,,,,
3095106,,79,793.0,8151.0,,0SVZ,,BKGB,,"Tartu maakond, Tartu linn, Tartu linn, Männimetsa tee 48",549,,85470,48,,,CU00498594,,,,,8779836,,2320.0,2017-02-11 15:52:28,,,,36.0
3581038,,37,784.0,176.0,,0PSX,,CLQP,KJJJ,"Harju maakond, Tallinn, Haabersti linnaosa, Jalami tn 8/2-35",549,,98781,8/2,,,ER03893156,,,,,10218747,,,,,,,
3040067,,68,624.0,6619.0,,0T2Y,,,,"Pärnu maakond, Pärnu linn, Pärnu linn, Looga tn",549,,59192,,,,LP01882768,,,,,8651779,,4814.0,2017-02-11 10:03:41,,,,15.0
2602784,,74,714.0,5890.0,,,0G5F,,,"Saare maakond, Saaremaa vald, Pajumõisa küla, Saare",549,,61990,,,,CU00147812,,,,,10404197,,3714.0,2021-07-11 18:04:19,,,,37.0
3102712,,79,793.0,8151.0,,0SKD,,BLM7,,"Tartu maakond, Tartu linn, Tartu linn, Purde tn 19",549,,35995,19,,,CU00492906,,,,,8777959,,3363.0,2017-02-11 15:46:25,,,,2.0
2592115,,45,803.0,3375.0,,,78FY,,,"Ida-Viru maakond, Toila vald, Konju küla, Kännustiku",549,,19961,,,,ME00672992,,,,,10875945,,,,,,,
3244212,,87,919.0,,,05J8,,9RXM,,"Võru maakond, Võru linn, Tallinna mnt 50a",549,,87607,50a,,,CU03296602,,,,,9123776,,1171.0,2017-06-11 14:55:36,,,,23.0
3236261,,84,615.0,2674.0,,,1TO1,,,"Viljandi maakond, Põhja-Sakala vald, Kangrussaare küla, Tamme",549,,92213,,,,ME02519536,,,,,9160244,,3790.0,2017-06-11 16:30:07,,,,41.0
2959930,,39,205.0,3978.0,,,6FUK,,,"Hiiu maakond, Hiiumaa vald, Külama küla, Lauri",549,,41830,,,,CU00053462,,,,,8428634,,,,,,,
2699303,,60,663.0,,,0271,,2EM0,,"Lääne-Viru maakond, Rakvere linn, Pääsukese tn 11",549,,23356,11,,,EE00861306,,,,,10887345,,,,,,,
2076205,,37,353.0,3343.0,,,4YHV,,,"Harju maakond, Kuusalu vald, Kolgaküla, Tamme",549,,49529,,,,ME01057121,,,,,6323162,,,,,,,
2928307,,68,430.0,5924.0,,,1VW7,,,"Pärnu maakond, Lääneranna vald, Palatu küla, Sihiääre",549,,99687,,,,CU00173329,,,,,8346838,,,,,,,
2178669,,37,784.0,387.0,,0638,,1SDE,3KYD,"Harju maakond, Tallinn, Lasnamäe linnaosa, K. Kärberi tn 17-107",549,,88697,17,,,ER01338041,,,,,6637320,,,,,,,
3147370,,84,899.0,5647.0,,,0M8I,,,"Viljandi maakond, Viljandi vald, Oiu küla, Kuusiku",549,,25866,,,,ME02456901,,,,,9858806,,,,,,,
3712695,,81,857.0,3304.0,,,6M83,,,"Valga maakond, Valga vald, Koiva küla, Jüri",549,,84177,,,,ME00932770,,,,,10864663,,4241.0,2024-02-01 12:23:07,,,,17.0
768641,,37,446.0,,,00ZB,,5R0S,,"Harju maakond, Maardu linn, Raudürdi tee 33",549,,15383,33,,,EE03920412,,,,,10376990,,1395.0,2021-06-09 14:57:52,,,,25.0
2599588,,74,714.0,2292.0,,,21P7,,,"Saare maakond, Saaremaa vald, Jööri küla, Liiva",549,,55508,,,,CU00534799,,,,,7793271,,,,,,,
2412827,,37,784.0,298.0,,03Y1,,1EUP,FVGJ,"Harju maakond, Tallinn, Kesklinna linnaosa, Luise tn 25-4",549,,79827,25,,,ER03417165,,,,,7062418,,,,,,,
2368637,,37,784.0,614.0,,04CE,,3MLL,F6HG,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Erika tn 7-12",549,,66148,7,,,ER03339699,,,,,7075373,,6901.0,2015-02-10 08:34:25,,,,22.0
3349644,,87,732.0,9571.0,,,46KN,,,"Võru maakond, Setomaa vald, Võpolsova küla, Pedaste",549,,96706,,,,ME01122006,,,,,9326052,,4208.0,2017-08-11 13:50:38,,,,45.0
3316099,,45,251.0,2270.0,,00AH,,29DU,2679,"Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Koidu tn 2v-45",549,,58571,2v,,,ER01270362,,,,,9877747,,1879.0,2019-10-09 11:38:18,,,,29.0
2754421,,60,191.0,1562.0,2D6C,,,75CQ,,"Lääne-Viru maakond, Haljala vald, Eisma küla, Mere vkt 18",549,,19038,18,,,ME02563954,,,,,8108757,,,,,,,
3228309,,87,917.0,4357.0,,,1ZJ9,,,"Võru maakond, Võru vald, Liiva küla, Hallioja",549,,76317,,,,ME00976710,,,,,9110408,,6196.0,2017-06-11 14:23:54,,,,35.0
1634012,,37,198.0,9685.0,,0NK1,,8JWM,,"Harju maakond, Harku vald, Vääna-Jõesuu küla, Raiesmiku tee 2",549,,94874,2,,,CU00078112,,,,,3051618,,4422.0,2010-03-12 16:32:10,,,,27.0
3337990,,50,486.0,7285.0,,,1R1J,,,"Jõgeva maakond, Mustvee vald, Kääpa küla, Londoni",549,,54725,,,,ME02953730,,,,,9295655,,3000.0,2017-08-11 12:47:08,,,,43.0
3167559,,71,668.0,9046.0,,,5O5L,,,"Rapla maakond, Rapla vald, Vankse küla, Uuetoa",549,,11658,,,,CU00091894,,,,,8896853,,1144.0,2017-03-11 13:27:10,,,,20.0
