IAdrID,AdrID,IsID,IAdrKehtibAlatesKpv,IAdrKehtibKuniKpv,KdIDAadressiLiik,KdIDAadressiStaatus,DokIDAlus,IAdrIDJargmine,DokIDLopuAlus,ADSILID,IAdrPiirang,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
1403,3574574,2423,1992-10-20 00:00:00.000000,2025-03-07 19:46:15.045953,557,550,1403,,,,,127.0,1990-08-11,,,,18
1404,3574574,2963,1992-10-20 00:00:00.000000,2025-03-07 19:46:15.045953,557,550,1404,,,,,210.0,1992-06-02,,,,6
1405,3574574,4777,1992-10-20 00:00:00.000000,2025-03-07 19:46:15.045953,557,550,1405,,,,,305.0,1990-08-06,,,,26
1406,3431993,2036,1990-01-01 00:00:00.000000,2001-08-14 00:00:00.000000,557,550,1406,1407.0,1407.0,,,34.0,1990-01-01,189.0,2017-04-26 00:00:00.000000,,2
1407,3693924,2036,2001-08-15 00:00:00.000000,2002-05-27 00:00:00.000000,557,550,1407,1408.0,1408.0,,,19.0,1997-05-25,,,,22
1408,253282,2036,2002-05-28 00:00:00.000000,,554,549,1408,,,,,213.0,2001-07-24,,,,6
1409,3431993,255,1990-01-01 00:00:00.000000,2001-08-14 00:00:00.000000,557,550,1409,1410.0,1410.0,,,34.0,1990-01-01,239.0,2011-08-14 00:00:00.000000,,2
1410,3693924,255,2001-08-15 00:00:00.000000,2002-05-27 00:00:00.000000,557,550,1410,1411.0,1411.0,,,301.0,1990-06-03,63.0,2016-10-05 00:00:00.000000,,47
1411,253282,255,2002-05-28 00:00:00.000000,,554,549,1411,,,,,31.0,1990-01-08,,,,3
1412,2532999,257,2004-01-24 19:46:15.045953,2011-06-13 00:00:00.000000,557,550,1412,1413.0,1413.0,,,270.0,2002-02-11,266.0,2019-03-06 00:00:00.000000,,33
1413,3490650,257,2011-06-14 00:00:00.000000,,554,549,1413,,,,,309.0,2008-05-06,,,,25
1414,2532999,3519,2004-01-24 19:46:15.045953,2011-06-13 00:00:00.000000,557,550,1414,1415.0,1415.0,,,117.0,1992-09-19,,,,38
1415,3490650,3519,2011-06-14 00:00:00.000000,,554,549,1415,,,,,325.0,1998-01-19,,,,33
1416,2532999,4888,2004-01-24 19:46:15.045953,2011-06-13 00:00:00.000000,557,550,1416,1417.0,1417.0,,,49.0,1996-10-16,,,,6
1417,3490650,4888,2011-06-14 00:00:00.000000,,554,549,1417,,,,,85.0,2004-07-06,243.0,2016-07-02 00:00:00.000000,,45
1418,2852938,258,1990-01-01 00:00:00.000000,1993-08-11 00:00:00.000000,557,550,1418,1419.0,1419.0,,,34.0,1990-01-01,336.0,2002-09-20 00:00:00.000000,,2
1419,2646861,258,1993-08-12 00:00:00.000000,,554,549,1419,,,,,167.0,1990-12-28,,,,20
1420,3715656,2791,2006-01-04 19:46:15.045953,2006-09-23 19:46:15.045953,557,550,1420,,,,,343.0,2004-03-11,26.0,2007-07-12 19:46:15.045953,,6
1421,3715656,3417,2006-01-04 19:46:15.045953,2006-09-23 19:46:15.045953,557,550,1421,,,,,133.0,1994-05-01,205.0,2015-06-12 19:46:15.045953,2020-01-10 19:46:15.045953,36
1422,3207758,260,1990-01-01 00:00:00.000000,,554,549,1422,,,,,34.0,1990-01-01,,,,2
1423,2643729,261,1990-01-01 00:00:00.000000,2003-10-21 00:00:00.000000,557,550,1423,1424.0,1424.0,,,34.0,1990-01-01,,,,2
1424,2735422,261,2003-10-22 00:00:00.000000,2015-10-13 00:00:00.000000,557,550,1424,1425.0,1425.0,,,24.0,1999-02-04,,,,11
1425,3134045,261,2015-10-14 00:00:00.000000,,554,549,1425,,,,,115.0,2013-06-19,,,,34
1426,3766984,3308,1990-01-01 00:00:00.000000,,554,549,1426,,,,,34.0,1990-01-01,218.0,2016-07-06 00:00:00.000000,,2
1427,2643729,914,1990-01-01 00:00:00.000000,2003-10-21 00:00:00.000000,557,550,1427,1428.0,1428.0,,,34.0,1990-01-01,,,,2
1428,2735422,914,2003-10-22 00:00:00.000000,2015-10-13 00:00:00.000000,557,550,1428,1429.0,1429.0,,,239.0,1993-05-05,124.0,2016-03-08 00:00:00.000000,,7
1429,3134045,914,2015-10-14 00:00:00.000000,,554,549,1429,,,,,57.0,1991-08-28,,,,23
1430,3766984,2224,1990-01-01 00:00:00.000000,,554,549,1430,,,,,34.0,1990-01-01,,,,2
1431,2643729,2226,1990-01-01 00:00:00.000000,2003-10-21 00:00:00.000000,557,550,1431,1432.0,1432.0,,,34.0,1990-01-01,337.0,2006-09-24 00:00:00.000000,2017-09-02 00:00:00.000000,2
1432,2735422,2226,2003-10-22 00:00:00.000000,2015-10-13 00:00:00.000000,557,550,1432,1433.0,1433.0,,,277.0,1990-04-28,129.0,2017-07-03 00:00:00.000000,,20
1433,3134045,2226,2015-10-14 00:00:00.000000,,554,549,1433,,,,,203.0,1994-05-14,,,,17
1434,3073155,262,1990-01-01 00:00:00.000000,2012-11-05 19:46:15.045953,557,550,1434,,,,,34.0,1990-01-01,,,,2
1435,3073155,389,1990-01-01 00:00:00.000000,2012-11-05 19:46:15.045953,557,550,1435,,,,,34.0,1990-01-01,,,,2
1436,3073155,1716,1990-01-01 00:00:00.000000,2012-11-05 19:46:15.045953,557,550,1436,,,,,34.0,1990-01-01,,,,2
1437,2293048,263,2020-06-07 00:00:00.000000,2020-08-29 00:00:00.000000,557,550,1437,1438.0,1438.0,,,10.0,2015-11-02,73.0,2020-12-30 00:00:00.000000,,34
1438,3021063,263,2020-08-30 00:00:00.000000,,554,549,1438,,,,,97.0,1999-07-26,,,,42
1439,614427,264,1990-01-01 00:00:00.000000,1997-10-12 00:00:00.000000,557,550,1439,1440.0,1440.0,,,34.0,1990-01-01,,,,2
1440,2293048,264,1997-10-13 00:00:00.000000,2000-08-13 00:00:00.000000,557,550,1440,1441.0,1441.0,,,75.0,1991-11-20,,,,45
1441,3313913,264,2000-08-14 00:00:00.000000,,554,549,1441,,,,,33.0,1994-12-02,316.0,1996-09-28 00:00:00.000000,,44
1442,3119467,265,2017-04-29 19:46:15.045953,,554,549,1442,,,,,152.0,1994-06-26,,,,23
1443,3139675,2020,2017-06-23 00:00:00.000000,2018-05-12 00:00:00.000000,557,550,1443,1444.0,1444.0,,,61.0,2008-06-25,61.0,2020-04-19 00:00:00.000000,,25
1444,3061701,2020,2018-05-13 00:00:00.000000,,554,549,1444,,,,,333.0,1991-09-09,,,,33
1445,3139675,266,2017-06-23 00:00:00.000000,2018-05-12 00:00:00.000000,557,550,1445,1446.0,1446.0,,,122.0,1993-12-31,,,,26
1446,3061701,266,2018-05-13 00:00:00.000000,,554,549,1446,,,,,224.0,2002-09-23,,,,40
1447,3139675,1038,2017-06-23 00:00:00.000000,2018-05-12 00:00:00.000000,557,550,1447,1448.0,1448.0,,,340.0,2011-05-09,109.0,2020-02-26 00:00:00.000000,,37
1448,3061701,1038,2018-05-13 00:00:00.000000,,554,549,1448,,,,,38.0,2002-02-26,,,,9
1449,2307960,1346,2012-06-05 00:00:00.000000,2019-06-17 00:00:00.000000,557,550,1449,1450.0,1450.0,,,230.0,1997-03-02,66.0,2020-06-23 00:00:00.000000,,24
1450,1623935,1346,2019-06-18 00:00:00.000000,,554,549,1450,,,,,250.0,2002-10-15,92.0,2008-06-04 00:00:00.000000,,7
1451,1623935,4752,2008-10-15 00:00:00.000000,,554,549,1451,,,,,263.0,1991-08-04,,,,17
1452,2307960,267,2012-06-05 00:00:00.000000,2019-06-17 00:00:00.000000,557,550,1452,1453.0,1453.0,,,38.0,2006-03-27,,,,9
1453,1623935,267,2019-06-18 00:00:00.000000,,554,549,1453,,,,,37.0,2012-10-07,204.0,2019-10-16 00:00:00.000000,,1
1454,2307960,1091,2012-06-05 00:00:00.000000,2019-06-17 00:00:00.000000,557,550,1454,1455.0,1455.0,,,72.0,1999-05-03,295.0,2019-11-16 00:00:00.000000,,13
1455,1623935,1091,2019-06-18 00:00:00.000000,,554,549,1455,,,,,224.0,2011-04-13,,,,40
1456,2307960,1375,2012-06-05 00:00:00.000000,2019-06-17 00:00:00.000000,557,550,1456,1457.0,1457.0,,,98.0,2004-12-30,,,,22
1457,1623935,1375,2019-06-18 00:00:00.000000,,554,549,1457,,,,,338.0,2010-04-30,293.0,2018-08-18 00:00:00.000000,,39
1458,2307960,1710,2012-06-05 00:00:00.000000,2019-06-17 00:00:00.000000,557,550,1458,1459.0,1459.0,,,189.0,1992-05-09,19.0,2019-07-16 00:00:00.000000,,1
1459,1623935,1710,2019-06-18 00:00:00.000000,,554,549,1459,,,,,63.0,2011-10-05,,,,20
1460,3345695,268,1990-01-01 00:00:00.000000,2009-12-14 00:00:00.000000,557,550,1460,1461.0,1461.0,,,34.0,1990-01-01,,,,2
1461,3687354,268,2009-12-15 00:00:00.000000,2016-06-15 00:00:00.000000,557,550,1461,1462.0,1462.0,,,335.0,1997-04-22,140.0,2017-09-24 00:00:00.000000,,50
1462,2897387,268,2016-06-16 00:00:00.000000,,554,549,1462,,,,,171.0,1994-05-26,12.0,2012-11-26 00:00:00.000000,,20
1463,1175660,702,2020-08-01 19:46:15.045953,,554,549,1463,,,,,87.0,2010-05-30,276.0,2014-08-06 00:00:00.000000,,31
1464,1175660,4241,1999-11-26 00:00:00.000000,,554,549,1464,,,,,94.0,1990-05-12,,,,16
1465,1175660,269,1999-11-26 00:00:00.000000,,554,549,1465,,,,,28.0,1991-08-17,322.0,2018-12-17 00:00:00.000000,,13
1466,1175660,1249,1999-11-26 00:00:00.000000,,554,549,1466,,,,,63.0,1991-07-13,,,,20
1467,1175660,2847,2020-08-01 19:46:15.045953,,554,549,1467,,,,,37.0,1998-09-17,,,,1
1468,1175660,3464,2020-08-01 19:46:15.045953,,554,549,1468,,,,,224.0,2002-02-05,332.0,2004-12-13 00:00:00.000000,,40
1469,2606552,270,1990-01-01 00:00:00.000000,2023-11-23 19:46:15.045953,557,550,1469,,,,,34.0,1990-01-01,,,,2
1470,3514280,471,2014-08-12 19:46:15.045953,2023-05-14 19:46:15.045953,557,550,1470,,,,,345.0,2000-04-21,,,2022-06-18 00:00:00.000000,9
1471,3514280,1516,2010-07-29 00:00:00.000000,2023-05-14 19:46:15.045953,557,550,1471,,,,,80.0,2008-10-09,,,,28
1472,3514280,271,2014-08-12 19:46:15.045953,2023-05-14 19:46:15.045953,557,550,1472,,,,,168.0,1997-08-16,,,,32
1473,3514280,609,2010-07-29 00:00:00.000000,2023-05-14 19:46:15.045953,557,550,1473,,,,,172.0,2000-12-21,,,,1
1474,3514280,919,2014-08-12 19:46:15.045953,2023-05-14 19:46:15.045953,557,550,1474,,,,,75.0,1999-09-17,,,,45
1475,3514280,2403,2010-07-29 00:00:00.000000,2023-05-14 19:46:15.045953,557,550,1475,,,,,154.0,1990-04-29,,,,41
1476,3514280,4536,2014-08-12 19:46:15.045953,2023-05-14 19:46:15.045953,557,550,1476,,,,,80.0,2001-01-24,,,,28
1477,3163123,272,1990-01-01 00:00:00.000000,2015-12-29 00:00:00.000000,557,550,1477,1478.0,1478.0,,,34.0,1990-01-01,,,,2
1478,2843518,272,2015-12-30 00:00:00.000000,,554,549,1478,,,,,10.0,1994-05-25,,,,34
1479,3163123,725,1990-01-01 00:00:00.000000,2015-12-29 00:00:00.000000,557,550,1479,1480.0,1480.0,,,34.0,1990-01-01,,,,2
1480,2843518,725,2015-12-30 00:00:00.000000,,554,549,1480,,,,,95.0,1990-07-23,,,,28
1481,3163123,3554,1990-01-01 00:00:00.000000,2015-12-29 00:00:00.000000,557,550,1481,1482.0,1482.0,,,34.0,1990-01-01,318.0,2018-01-01 00:00:00.000000,,2
1482,2843518,3554,2015-12-30 00:00:00.000000,,554,549,1482,,,,,114.0,2003-04-09,148.0,2005-04-21 00:00:00.000000,,7
1483,3163123,4915,1990-01-01 00:00:00.000000,2015-12-29 00:00:00.000000,557,550,1483,1484.0,1484.0,,,34.0,1990-01-01,145.0,2018-07-26 00:00:00.000000,2019-09-29 00:00:00.000000,2
1484,2843518,4915,2015-12-30 00:00:00.000000,,554,549,1484,,,,,288.0,2015-08-03,,,,33
1485,613737,273,1990-01-01 00:00:00.000000,,554,549,1485,,,,,34.0,1990-01-01,,,,2
1486,3120511,2373,1990-01-01 00:00:00.000000,2010-10-21 00:00:00.000000,557,550,1486,1487.0,1487.0,,,34.0,1990-01-01,,,2020-10-27 00:00:00.000000,2
1487,613737,2373,2010-10-22 00:00:00.000000,,554,549,1487,,,,,298.0,2001-11-28,344.0,2011-06-17 00:00:00.000000,,7
1488,3120511,1024,1990-01-01 00:00:00.000000,2010-10-21 00:00:00.000000,557,550,1488,1489.0,1489.0,,,34.0,1990-01-01,170.0,2017-11-27 00:00:00.000000,,2
1489,613737,1024,2010-10-22 00:00:00.000000,,554,549,1489,,,,,187.0,1990-01-12,,,,5
1490,613737,3218,1990-01-01 00:00:00.000000,,554,549,1490,,,,,34.0,1990-01-01,,,,2
1491,3033329,275,1990-01-01 00:00:00.000000,2017-06-23 00:00:00.000000,557,550,1491,1492.0,1492.0,,,34.0,1990-01-01,129.0,2019-05-11 00:00:00.000000,,2
1492,3506644,275,2017-06-24 00:00:00.000000,2020-09-14 00:00:00.000000,557,550,1492,1493.0,1493.0,,,25.0,1992-06-17,,,,7
1493,2945481,275,2020-09-15 00:00:00.000000,,554,549,1493,,,,,151.0,2006-04-30,,,,25
1494,614093,1034,1990-01-01 00:00:00.000000,2022-05-01 19:46:15.045953,557,550,1494,,,,,34.0,1990-01-01,,,,2
1495,3342900,4451,1990-01-01 00:00:00.000000,2006-05-26 00:00:00.000000,557,550,1495,1496.0,1496.0,,,34.0,1990-01-01,,,,2
1496,614093,4451,2006-05-27 00:00:00.000000,2022-05-01 19:46:15.045953,557,550,1496,,,,,30.0,1999-06-27,,,,19
1497,614093,276,1990-01-01 00:00:00.000000,2022-05-01 19:46:15.045953,557,550,1497,,,,,34.0,1990-01-01,,,,2
1498,614093,460,1990-01-01 00:00:00.000000,2022-05-01 19:46:15.045953,557,550,1498,,,,,34.0,1990-01-01,,,,2
1499,3342900,547,1990-01-01 00:00:00.000000,2006-05-26 00:00:00.000000,557,550,1499,1500.0,1500.0,,,34.0,1990-01-01,,,,2
1500,614093,547,2006-05-27 00:00:00.000000,2022-05-01 19:46:15.045953,557,550,1500,,,,,216.0,2003-01-05,,,,32
1501,614093,1665,1990-01-01 00:00:00.000000,2022-05-01 19:46:15.045953,557,550,1501,,,,,34.0,1990-01-01,,,,2
1502,614093,1829,1990-01-01 00:00:00.000000,2022-05-01 19:46:15.045953,557,550,1502,,,,,34.0,1990-01-01,,,,2
1503,614093,2059,1990-01-01 00:00:00.000000,2022-05-01 19:46:15.045953,557,550,1503,,,,,34.0,1990-01-01,,,,2
1504,3042362,277,1990-01-01 00:00:00.000000,,554,549,1504,,,,,34.0,1990-01-01,,,,2
1505,3351336,278,2010-10-21 19:46:15.045953,2011-10-24 00:00:00.000000,557,550,1505,1506.0,1506.0,,,74.0,2003-12-05,,,,28
1506,3384004,278,2011-10-25 00:00:00.000000,,554,549,1506,,,,,198.0,2005-07-19,,,,9
1507,2577783,1107,1995-07-05 00:00:00.000000,2019-05-14 00:00:00.000000,557,550,1507,1508.0,1508.0,,,241.0,1995-04-11,84.0,2020-08-24 00:00:00.000000,,32
1508,3384004,1107,2019-05-15 00:00:00.000000,,554,549,1508,,,,,185.0,1993-12-01,279.0,2001-12-08 00:00:00.000000,,22
1509,2577783,2575,1995-07-05 00:00:00.000000,2019-05-14 00:00:00.000000,557,550,1509,1510.0,1510.0,,,68.0,1991-08-14,292.0,2019-10-29 00:00:00.000000,,37
1510,3384004,2575,2019-05-15 00:00:00.000000,,554,549,1510,,,,,66.0,2002-05-19,185.0,2005-09-12 00:00:00.000000,,39
1511,2577783,2849,1995-07-05 00:00:00.000000,2019-05-14 00:00:00.000000,557,550,1511,1512.0,1512.0,,,298.0,1992-10-13,122.0,2019-06-06 00:00:00.000000,,7
1512,3384004,2849,2019-05-15 00:00:00.000000,,554,549,1512,,,,,96.0,2003-02-25,,,,4
1513,2769743,1801,1990-01-01 00:00:00.000000,2014-04-15 00:00:00.000000,557,550,1513,1514.0,1514.0,,,34.0,1990-01-01,267.0,2020-10-10 00:00:00.000000,,2
1514,3335406,1801,2014-04-16 00:00:00.000000,2019-08-09 00:00:00.000000,557,550,1514,1515.0,1515.0,,,194.0,2005-05-18,,,,45
1515,3343128,1801,2019-08-10 00:00:00.000000,,554,549,1515,,,,,3.0,2011-10-23,,,,42
1516,2769743,280,1990-01-01 00:00:00.000000,2014-04-15 00:00:00.000000,557,550,1516,1517.0,1517.0,,,34.0,1990-01-01,,,,2
1517,3335406,280,2014-04-16 00:00:00.000000,2019-08-09 00:00:00.000000,557,550,1517,1518.0,1518.0,,,50.0,2003-01-29,264.0,2020-09-22 00:00:00.000000,,47
1518,3343128,280,2019-08-10 00:00:00.000000,,554,549,1518,,,,,150.0,2000-06-03,,,,29
1519,3528236,2033,2007-12-21 19:46:15.045953,2013-10-13 00:00:00.000000,557,550,1519,1520.0,1520.0,,,249.0,1997-09-17,75.0,2015-08-09 00:00:00.000000,,50
1520,2601143,2033,2013-10-14 00:00:00.000000,2018-10-11 00:00:00.000000,557,550,1520,,,,,313.0,2003-07-12,135.0,2020-03-05 00:00:00.000000,,22
1521,2281109,3546,2007-12-21 19:46:15.045953,2015-06-12 00:00:00.000000,557,550,1521,1522.0,1522.0,,,219.0,1997-06-06,342.0,2020-06-19 00:00:00.000000,,21
1522,3750935,3546,2015-06-13 00:00:00.000000,2017-08-21 19:46:15.045953,557,550,1522,,,,,96.0,2003-01-01,,,,4
1523,2281109,281,2007-12-21 19:46:15.045953,2015-06-12 00:00:00.000000,557,550,1523,1524.0,1524.0,,,31.0,1998-05-05,,,,3
1524,3750935,281,2015-06-13 00:00:00.000000,2017-08-21 19:46:15.045953,557,550,1524,,,,,23.0,1992-02-15,340.0,2018-07-27 19:46:15.045953,,45
1525,3528236,431,2007-12-21 19:46:15.045953,2013-10-13 00:00:00.000000,557,550,1525,1526.0,1526.0,,,250.0,2003-11-16,,,,7
1526,2601143,431,2013-10-14 00:00:00.000000,2018-10-11 00:00:00.000000,557,550,1526,,,,,34.0,2002-10-18,332.0,2020-10-05 00:00:00.000000,,2
1527,2281109,1447,2007-12-21 19:46:15.045953,2015-06-12 00:00:00.000000,557,550,1527,1528.0,1528.0,,,344.0,2005-07-16,,,,9
1528,3750935,1447,2015-06-13 00:00:00.000000,2017-08-21 19:46:15.045953,557,550,1528,,,,,62.0,1997-03-26,177.0,2019-05-31 19:46:15.045953,,4
1529,3528236,1706,2007-12-21 19:46:15.045953,2013-10-13 00:00:00.000000,557,550,1529,1530.0,1530.0,,,85.0,2002-11-20,149.0,2015-11-07 00:00:00.000000,,45
1530,2601143,1706,2013-10-14 00:00:00.000000,2018-10-11 00:00:00.000000,557,550,1530,,,,,302.0,1999-03-16,162.0,2019-08-31 00:00:00.000000,,42
1531,2281109,2267,2007-12-21 19:46:15.045953,2015-06-12 00:00:00.000000,557,550,1531,1532.0,1532.0,,,318.0,2007-03-28,118.0,2017-03-28 00:00:00.000000,,34
1532,3750935,2267,2015-06-13 00:00:00.000000,2017-08-21 19:46:15.045953,557,550,1532,,,,,203.0,1996-12-31,,,2020-09-12 19:46:15.045953,17
1533,2941474,3170,1990-01-01 00:00:00.000000,2019-12-01 00:00:00.000000,557,550,1533,1534.0,1534.0,,,34.0,1990-01-01,148.0,2020-01-12 00:00:00.000000,,2
1534,2587835,3170,2019-12-02 00:00:00.000000,2020-09-16 00:00:00.000000,557,550,1534,1535.0,1535.0,,,214.0,2014-02-25,,,,14
1535,2177855,3170,2020-09-17 00:00:00.000000,,554,549,1535,,,,,54.0,1993-12-02,,,,35
1536,2941474,282,1990-01-01 00:00:00.000000,2019-12-01 00:00:00.000000,557,550,1536,1537.0,1537.0,,,34.0,1990-01-01,,,,2
1537,2587835,282,2019-12-02 00:00:00.000000,2020-09-16 00:00:00.000000,557,550,1537,1538.0,1538.0,,,52.0,1996-04-03,161.0,2020-09-19 00:00:00.000000,,42
1538,2177855,282,2020-09-17 00:00:00.000000,,554,549,1538,,,,,175.0,2008-01-07,,,,23
1539,2941474,1497,1990-01-01 00:00:00.000000,2019-12-01 00:00:00.000000,557,550,1539,1540.0,1540.0,,,34.0,1990-01-01,329.0,2020-05-16 00:00:00.000000,,2
1540,2587835,1497,2019-12-02 00:00:00.000000,2020-09-16 00:00:00.000000,557,550,1540,1541.0,1541.0,,,242.0,1992-06-20,9.0,2020-11-22 00:00:00.000000,,4
1541,2177855,1497,2020-09-17 00:00:00.000000,,554,549,1541,,,,,338.0,1999-12-19,,,,39
1542,2931483,577,1998-09-22 00:00:00.000000,2024-06-27 19:46:15.045953,557,550,1542,,,,,98.0,1994-10-18,,,,22
1543,2170448,4654,2008-03-14 19:46:15.045953,2017-01-21 00:00:00.000000,557,550,1543,1544.0,1544.0,,,264.0,1998-05-13,119.0,2018-04-22 00:00:00.000000,2018-12-28 00:00:00.000000,49
1544,2931483,4654,2017-01-22 00:00:00.000000,2024-06-27 19:46:15.045953,557,550,1544,,,,,323.0,2015-03-02,,,2023-06-28 00:00:00.000000,40
1545,2931483,283,1998-09-22 00:00:00.000000,2024-06-27 19:46:15.045953,557,550,1545,,,,,314.0,1994-06-17,,,,48
1546,2170448,4765,2008-03-14 19:46:15.045953,2017-01-21 00:00:00.000000,557,550,1546,1547.0,1547.0,,,7.0,2006-08-19,,,,42
1547,2931483,4765,2017-01-22 00:00:00.000000,2024-06-27 19:46:15.045953,557,550,1547,,,,,51.0,2002-12-12,,,,46
1548,2761121,3189,2009-01-06 00:00:00.000000,2012-02-23 00:00:00.000000,557,550,1548,,,,,297.0,1997-07-10,,,2018-10-08 00:00:00.000000,20
1549,2761121,285,2009-01-06 00:00:00.000000,2012-02-23 00:00:00.000000,557,550,1549,,,,,47.0,1993-03-22,176.0,2018-01-13 00:00:00.000000,,31
1550,2559301,4412,2012-10-19 19:46:15.045953,2025-01-30 19:46:15.045953,557,550,1550,,,,,68.0,2010-09-24,,,,37
1551,2559301,2192,2012-10-19 19:46:15.045953,2025-01-30 19:46:15.045953,557,550,1551,,,,,48.0,2002-04-06,,,,38
1552,3215656,490,1996-07-18 19:46:15.045953,,554,549,1552,,,,,65.0,1993-05-29,,,,41
1553,3215656,2257,1996-07-18 19:46:15.045953,,554,549,1553,,,,,299.0,1991-09-23,236.0,2020-06-16 00:00:00.000000,,29
1554,3215656,287,1996-07-18 19:46:15.045953,,554,549,1554,,,,,302.0,1993-05-21,,,,42
1555,3215656,998,1996-07-18 19:46:15.045953,,554,549,1555,,,,,107.0,1995-03-14,242.0,1995-04-23 00:00:00.000000,,1
1556,3215656,3788,1996-07-18 19:46:15.045953,,554,549,1556,,,,,58.0,1995-04-20,317.0,2008-03-15 00:00:00.000000,,34
1557,3215656,4416,1996-07-18 19:46:15.045953,,554,549,1557,,,,,161.0,1994-09-05,316.0,2005-08-27 00:00:00.000000,,13
1558,3215656,4816,1996-07-18 19:46:15.045953,,554,549,1558,,,,,62.0,1990-04-27,94.0,2002-10-02 00:00:00.000000,,4
1559,3382219,288,1992-12-30 00:00:00.000000,,554,549,1559,,,,,23.0,1992-01-11,,,,45
1560,3243868,3321,1990-01-01 00:00:00.000000,2009-07-24 00:00:00.000000,557,550,1560,1561.0,1561.0,,,34.0,1990-01-01,97.0,2011-09-06 00:00:00.000000,,2
1561,2816304,3321,2009-07-25 00:00:00.000000,2020-03-28 00:00:00.000000,557,550,1561,1562.0,1562.0,,,84.0,2003-06-07,,,,6
1562,2107148,3321,2020-03-29 00:00:00.000000,,554,549,1562,,,,,334.0,2004-03-08,,,,5
1563,3243868,289,1990-01-01 00:00:00.000000,2009-07-24 00:00:00.000000,557,550,1563,1564.0,1564.0,,,34.0,1990-01-01,218.0,2010-11-15 00:00:00.000000,,2
1564,2816304,289,2009-07-25 00:00:00.000000,2020-03-28 00:00:00.000000,557,550,1564,1565.0,1565.0,,,77.0,1993-04-12,,,,9
1565,2107148,289,2020-03-29 00:00:00.000000,,554,549,1565,,,,,330.0,1996-01-29,,,,41
1566,3243868,2482,1990-01-01 00:00:00.000000,2009-07-24 00:00:00.000000,557,550,1566,1567.0,1567.0,,,34.0,1990-01-01,283.0,2013-07-21 00:00:00.000000,2017-08-29 00:00:00.000000,2
1567,2816304,2482,2009-07-25 00:00:00.000000,2020-03-28 00:00:00.000000,557,550,1567,1568.0,1568.0,,,332.0,1991-02-04,,,,18
1568,2107148,2482,2020-03-29 00:00:00.000000,,554,549,1568,,,,,1.0,1993-06-12,,,,6
1569,3351548,290,1990-01-01 00:00:00.000000,2003-07-04 00:00:00.000000,557,550,1569,1570.0,1570.0,,,34.0,1990-01-01,265.0,2006-09-23 00:00:00.000000,2016-07-06 00:00:00.000000,2
1570,3288431,290,2003-07-05 00:00:00.000000,2018-11-18 00:00:00.000000,557,550,1570,1571.0,1571.0,,,311.0,1990-04-16,240.0,2020-03-28 00:00:00.000000,,10
1571,2676997,290,2018-11-19 00:00:00.000000,,554,549,1571,,,,,61.0,2008-06-25,,,,25
1572,2829950,832,2022-05-24 19:46:15.045953,,554,549,1572,,,,,217.0,2016-10-22,,,,19
1573,2829950,1617,2022-05-24 19:46:15.045953,,554,549,1573,,,,,122.0,2005-05-06,20.0,2012-03-05 00:00:00.000000,,26
1574,2829950,706,2022-05-24 19:46:15.045953,,554,549,1574,,,,,13.0,1996-03-27,,,,24
1575,2829950,1685,2022-05-24 19:46:15.045953,,554,549,1575,,,,,235.0,1991-04-17,,,,33
1576,2829950,2102,2022-05-24 19:46:15.045953,,554,549,1576,,,,,205.0,1995-04-28,122.0,2001-09-15 00:00:00.000000,,9
1577,2829950,2729,2022-05-24 19:46:15.045953,,554,549,1577,,,,,24.0,2020-11-11,13.0,2020-11-19 00:00:00.000000,,11
1578,3709814,3991,1990-01-01 00:00:00.000000,,554,549,1578,,,,,34.0,1990-01-01,,,,2
1579,3709814,294,1990-01-01 00:00:00.000000,,554,549,1579,,,,,34.0,1990-01-01,,,,2
1580,3037692,296,1990-01-01 00:00:00.000000,,554,549,1580,,,,,34.0,1990-01-01,20.0,2011-09-22 00:00:00.000000,,2
1581,3575480,297,1990-01-01 00:00:00.000000,1991-11-28 00:00:00.000000,557,550,1581,1582.0,1582.0,,,34.0,1990-01-01,,,2014-12-09 00:00:00.000000,2
1582,2612145,297,1991-11-29 00:00:00.000000,,554,549,1582,,,,,332.0,1991-04-26,201.0,2002-08-31 00:00:00.000000,,18
1583,3575480,3669,1990-01-01 00:00:00.000000,1991-11-28 00:00:00.000000,557,550,1583,1584.0,1584.0,,,34.0,1990-01-01,,,2005-06-09 00:00:00.000000,2
1584,2612145,3669,1991-11-29 00:00:00.000000,,554,549,1584,,,,,194.0,1990-04-09,,,,45
1585,3162920,815,1999-03-21 00:00:00.000000,2019-06-06 00:00:00.000000,557,550,1585,1586.0,1586.0,,,183.0,1996-05-24,,,2019-06-20 00:00:00.000000,11
1586,2608730,815,2019-06-07 00:00:00.000000,2024-12-07 19:46:15.045953,557,550,1586,,,,,25.0,1998-08-05,,,,7
1587,2608730,3246,1999-10-24 19:46:15.045953,2024-12-07 19:46:15.045953,557,550,1587,,,,,323.0,1995-08-28,,,,40
1588,3162920,298,1999-03-21 00:00:00.000000,2019-06-06 00:00:00.000000,557,550,1588,1589.0,1589.0,,,235.0,1996-07-02,129.0,2020-10-30 00:00:00.000000,,33
1589,2608730,298,2019-06-07 00:00:00.000000,2024-12-07 19:46:15.045953,557,550,1589,,,,,18.0,2017-06-30,,,,39
