KodID,IsID,KdIDRiik,KodKehtibAlates,KodKehtibKuni,DokIDAlguseAlus,DokIDLopuAlus,KdIDStaatus,IAsIDLooja,IAsIDMuutja,LoodiKpv,MuudetiKpv,KustutatiKpv,AsID
601,601,100,1950-08-19 00:00:00.000000,,8829,,549,306.0,,1950-03-07,,,18
602,602,199,2014-10-12 19:46:15.045953,,8830,,549,301.0,213.0,1973-06-09,2004-01-14 00:00:00.000000,,47
603,603,100,2014-02-23 00:00:00.000000,,8831,,549,326.0,7.0,1966-05-04,2002-04-22 00:00:00.000000,,16
604,604,100,2004-10-20 00:00:00.000000,,8832,,549,291.0,70.0,1985-12-26,2020-03-10 00:00:00.000000,,26
605,605,100,1960-04-20 00:00:00.000000,,8833,,549,340.0,58.0,1954-08-16,1987-11-18 00:00:00.000000,,37
606,606,100,1956-06-22 00:00:00.000000,1989-10-22 00:00:00.000000,8834,8835.0,550,280.0,240.0,1955-03-05,1989-10-22 00:00:00.000000,,31
607,607,100,1962-11-18 00:00:00.000000,,8836,,549,12.0,78.0,1962-05-31,2003-03-02 00:00:00.000000,,24
608,608,195,2013-07-14 19:46:15.045953,,8837,,549,328.0,35.0,2006-03-06,2006-09-10 00:00:00.000000,,10
609,609,100,1981-10-19 00:00:00.000000,,8838,,549,33.0,87.0,1969-09-20,2016-12-15 00:00:00.000000,,44
610,610,100,1953-11-27 00:00:00.000000,,8839,,549,176.0,308.0,1952-09-19,1993-12-14 00:00:00.000000,,20
611,611,271,2022-03-31 19:46:15.045953,2025-04-21 19:46:15.045953,8840,8841.0,550,36.0,87.0,1976-09-29,2025-04-21 19:46:15.045953,,12
612,612,178,1980-12-13 19:46:15.045953,,8842,,549,116.0,116.0,1958-01-08,2006-02-01 00:00:00.000000,,8
613,613,100,2019-05-09 00:00:00.000000,2022-07-24 00:00:00.000000,8843,8844.0,550,203.0,301.0,1971-01-27,2022-07-24 00:00:00.000000,,17
614,614,141,2020-07-11 19:46:15.045953,,8845,,549,100.0,22.0,1972-12-23,2021-07-09 00:00:00.000000,,46
615,615,100,1998-02-26 00:00:00.000000,,8846,,549,252.0,335.0,1960-08-25,1977-08-09 00:00:00.000000,,12
616,616,100,1982-09-16 00:00:00.000000,,8847,,549,340.0,90.0,1961-02-20,2023-12-15 00:00:00.000000,,37
617,617,100,2024-06-09 00:00:00.000000,,8848,,549,222.0,110.0,1981-08-28,1993-05-30 00:00:00.000000,,39
618,618,100,1958-11-09 00:00:00.000000,,8849,,549,196.0,,1951-02-27,,,28
619,619,100,1959-10-19 00:00:00.000000,,8850,,549,342.0,299.0,1950-05-14,2019-12-21 00:00:00.000000,,2
620,620,100,1991-06-29 00:00:00.000000,,8851,,549,208.0,,1988-10-09,,,2
621,621,100,2011-01-20 00:00:00.000000,,8852,,549,104.0,,1957-02-18,,,42
622,622,100,1995-06-09 00:00:00.000000,,8853,,549,283.0,91.0,1971-02-10,1993-07-29 00:00:00.000000,,22
623,623,273,2025-02-04 19:46:15.045953,,8854,,549,128.0,,2000-03-30,,,15
624,624,100,2010-06-27 00:00:00.000000,2021-02-18 00:00:00.000000,8855,8856.0,550,68.0,255.0,1958-11-20,2021-02-18 00:00:00.000000,,37
625,625,79,2023-01-25 19:46:15.045953,,8857,,549,238.0,,1993-12-12,,,22
626,626,97,2000-07-22 19:46:15.045953,,8858,,549,315.0,218.0,1995-01-11,2022-01-05 00:00:00.000000,,22
627,627,100,1950-05-28 00:00:00.000000,,8859,,549,208.0,244.0,1950-01-25,1993-10-18 00:00:00.000000,,2
628,628,100,2001-02-17 00:00:00.000000,2024-09-24 00:00:00.000000,8860,8861.0,550,238.0,10.0,1972-08-23,2024-09-24 00:00:00.000000,2024-09-24 00:00:00.000000,22
629,629,100,1967-04-03 00:00:00.000000,,8862,,549,116.0,,1950-08-24,,,8
630,630,100,2017-11-20 00:00:00.000000,,8863,,549,306.0,82.0,1998-04-03,2023-08-26 00:00:00.000000,,18
631,631,52,2024-09-19 19:46:15.045953,,8864,,549,129.0,110.0,1954-01-05,1962-09-14 00:00:00.000000,,42
632,632,100,2004-04-12 00:00:00.000000,,8865,,549,99.0,,1984-11-26,,,8
633,633,100,1952-12-15 00:00:00.000000,,8866,,549,28.0,56.0,1950-11-13,1988-08-13 00:00:00.000000,,13
634,634,100,1972-08-04 00:00:00.000000,2009-11-28 00:00:00.000000,8867,8868.0,550,183.0,195.0,1964-06-10,2009-11-28 00:00:00.000000,,11
635,635,100,1999-10-20 00:00:00.000000,,8869,,549,127.0,,1990-08-11,,,18
636,636,100,1965-02-15 00:00:00.000000,,8870,,549,325.0,43.0,1955-05-04,1992-12-30 00:00:00.000000,,33
637,637,100,1966-01-03 00:00:00.000000,1967-03-17 00:00:00.000000,8871,8872.0,550,170.0,84.0,1959-04-15,1967-03-17 00:00:00.000000,,30
638,638,100,1982-10-02 00:00:00.000000,,8873,,549,68.0,,1976-01-01,,,37
639,639,165,1986-04-08 19:46:15.045953,,8874,,549,328.0,,1973-07-31,,,10
640,640,257,1980-11-17 19:46:15.045953,1995-10-12 19:46:15.045953,8875,8876.0,550,59.0,325.0,1961-02-05,1995-10-12 19:46:15.045953,,20
641,641,100,1990-12-01 00:00:00.000000,2008-09-26 00:00:00.000000,8877,8878.0,550,43.0,114.0,1974-02-19,2008-09-26 00:00:00.000000,,44
642,642,100,2016-01-17 00:00:00.000000,,8879,,549,87.0,,1992-12-23,,,31
643,643,100,2008-10-27 00:00:00.000000,2013-02-04 00:00:00.000000,8880,8881.0,550,322.0,299.0,2006-04-06,2013-02-04 00:00:00.000000,2013-02-04 00:00:00.000000,1
644,644,100,1956-04-29 00:00:00.000000,,8882,,549,302.0,,1950-09-09,,,42
645,645,100,2018-07-04 00:00:00.000000,,8883,,549,30.0,217.0,1988-01-18,1995-07-04 00:00:00.000000,,19
646,646,100,1968-05-25 00:00:00.000000,,8884,,549,167.0,165.0,1965-11-14,2023-12-18 00:00:00.000000,,20
647,647,100,1985-02-17 00:00:00.000000,1997-03-15 00:00:00.000000,8885,8886.0,550,345.0,24.0,1957-07-04,1997-03-15 00:00:00.000000,,9
648,648,100,2012-07-07 00:00:00.000000,,8887,,549,66.0,,1956-01-30,,,39
649,649,100,1955-05-04 00:00:00.000000,2025-03-10 00:00:00.000000,8888,8889.0,550,100.0,94.0,1952-07-01,2025-03-10 00:00:00.000000,,46
650,650,100,1961-05-20 00:00:00.000000,,8890,,549,171.0,,1960-03-10,,,20
651,651,230,2008-01-26 19:46:15.045953,,8891,,549,166.0,,2003-04-28,,,34
652,652,236,2016-12-30 19:46:15.045953,,8892,,549,311.0,51.0,2009-05-30,2021-06-22 00:00:00.000000,,10
653,653,95,2024-07-18 19:46:15.045953,,8893,,549,135.0,291.0,1971-04-30,2006-05-10 00:00:00.000000,,25
654,654,125,2024-07-12 19:46:15.045953,,8894,,549,50.0,,2000-03-10,,,47
655,655,157,2024-05-24 19:46:15.045953,,8895,,549,100.0,,1998-07-02,,,46
656,656,100,2005-03-30 00:00:00.000000,,8896,,549,161.0,98.0,1979-01-19,1991-09-06 00:00:00.000000,,13
657,657,161,2007-01-20 19:46:15.045953,,8897,,549,54.0,,1971-07-06,,,35
658,658,52,2021-12-17 19:46:15.045953,,8898,,549,74.0,,1981-04-05,,,28
659,659,253,2022-07-20 19:46:15.045953,,8899,,549,280.0,327.0,2008-04-07,2013-02-05 00:00:00.000000,,31
660,660,100,2008-02-07 00:00:00.000000,,8900,,549,316.0,47.0,1996-04-05,2015-10-04 00:00:00.000000,,6
661,661,100,1957-04-29 00:00:00.000000,1986-02-20 00:00:00.000000,8901,8902.0,550,261.0,269.0,1956-09-23,1986-02-20 00:00:00.000000,,26
662,662,96,2023-11-10 19:46:15.045953,,8903,,549,166.0,202.0,1993-10-20,2022-05-05 00:00:00.000000,,34
663,663,100,1963-06-03 00:00:00.000000,,8904,,549,144.0,231.0,1963-03-02,2015-08-31 00:00:00.000000,,22
664,664,77,2001-10-04 19:46:15.045953,2022-10-01 19:46:15.045953,8905,8906.0,550,305.0,250.0,1976-09-14,2022-10-01 19:46:15.045953,,26
665,665,100,2006-04-09 00:00:00.000000,,8907,,549,195.0,112.0,1964-01-26,2017-07-09 00:00:00.000000,,24
666,666,165,2020-12-20 19:46:15.045953,,8908,,549,19.0,,1995-07-30,,,22
667,667,100,1958-08-08 00:00:00.000000,,8909,,549,153.0,21.0,1953-01-30,2001-08-26 00:00:00.000000,,30
668,668,100,1957-04-04 00:00:00.000000,,8910,,549,33.0,,1950-10-18,,,44
669,669,100,1960-11-08 00:00:00.000000,,8911,,549,222.0,,1955-04-23,,,39
670,670,100,1980-04-01 00:00:00.000000,,8912,,549,238.0,,1973-02-24,,,22
671,671,100,1974-04-07 00:00:00.000000,1978-03-22 00:00:00.000000,8913,8914.0,550,62.0,335.0,1961-07-20,1978-03-22 00:00:00.000000,,4
672,672,100,1965-08-21 00:00:00.000000,2011-12-31 00:00:00.000000,8915,8916.0,550,76.0,313.0,1959-06-10,2011-12-31 00:00:00.000000,,39
673,673,100,1981-02-04 00:00:00.000000,,8917,,549,190.0,,1974-03-24,,,42
674,674,100,1994-04-02 00:00:00.000000,1995-03-18 00:00:00.000000,8918,8919.0,550,292.0,28.0,1979-06-18,1995-03-18 00:00:00.000000,,45
675,675,100,2000-01-05 00:00:00.000000,,8920,,549,47.0,,1952-01-08,,,31
676,676,100,1957-03-17 00:00:00.000000,,8921,,549,342.0,269.0,1956-05-23,1975-04-05 00:00:00.000000,,2
677,677,100,2018-06-04 00:00:00.000000,,8922,,549,166.0,177.0,2008-12-30,2016-03-16 00:00:00.000000,,34
678,678,90,2025-01-20 19:46:15.045953,,8923,,549,166.0,170.0,2008-12-30,2016-09-15 00:00:00.000000,,34
679,679,100,2023-07-03 00:00:00.000000,,8924,,549,286.0,,2012-07-29,,,22
680,680,100,1987-10-31 00:00:00.000000,2018-09-03 00:00:00.000000,8925,8926.0,550,158.0,296.0,1972-06-09,2018-09-03 00:00:00.000000,,48
681,681,100,1988-01-27 00:00:00.000000,,8927,,549,184.0,74.0,1986-09-10,1991-05-09 00:00:00.000000,,1
682,682,100,1980-06-15 00:00:00.000000,,8928,,549,45.0,70.0,1979-04-22,1998-03-29 00:00:00.000000,,36
683,683,100,1984-02-09 00:00:00.000000,,8929,,549,195.0,314.0,1956-11-01,2012-07-08 00:00:00.000000,,24
684,684,230,2023-06-12 19:46:15.045953,,8930,,549,138.0,307.0,2011-04-30,2012-02-28 00:00:00.000000,,39
685,685,100,1950-06-02 00:00:00.000000,,8931,,549,77.0,151.0,1950-02-04,2001-06-04 00:00:00.000000,,9
686,686,100,2012-02-20 00:00:00.000000,,8932,,549,257.0,,1953-07-27,,,30
687,687,100,1962-06-21 00:00:00.000000,,8933,,549,147.0,,1956-11-30,,,17
688,688,100,1954-07-17 00:00:00.000000,,8934,,549,80.0,,1953-06-26,,,28
689,689,100,1992-06-09 00:00:00.000000,,8935,,549,24.0,244.0,1980-11-29,1993-10-18 00:00:00.000000,,11
690,690,240,2022-10-28 19:46:15.045953,,8936,,549,322.0,227.0,1992-12-28,2003-11-19 00:00:00.000000,,1
691,691,100,1954-11-17 00:00:00.000000,,8937,,549,314.0,297.0,1953-11-06,1965-09-10 00:00:00.000000,,48
692,692,100,2010-01-19 00:00:00.000000,,8938,,549,242.0,,1998-02-21,,,4
693,693,100,1958-06-24 00:00:00.000000,2022-09-21 00:00:00.000000,8939,8940.0,550,219.0,155.0,1957-07-25,2022-09-21 00:00:00.000000,,21
694,694,100,1987-06-18 00:00:00.000000,,8941,,549,297.0,3.0,1961-03-17,2017-07-04 00:00:00.000000,,20
695,695,100,2019-02-09 00:00:00.000000,2019-04-08 00:00:00.000000,8942,8943.0,550,195.0,130.0,2010-07-18,2019-04-08 00:00:00.000000,,24
696,696,100,2019-07-09 00:00:00.000000,2021-03-30 00:00:00.000000,8944,8945.0,550,247.0,269.0,1962-01-29,2021-03-30 00:00:00.000000,,16
697,697,100,1951-05-20 00:00:00.000000,,8946,,549,71.0,,1950-06-11,,,13
698,698,100,1980-11-19 00:00:00.000000,,8947,,549,156.0,,1970-06-27,,,37
699,699,100,2024-02-12 00:00:00.000000,,8948,,549,25.0,,1988-10-27,,,7
700,700,100,2017-05-14 00:00:00.000000,,8949,,549,59.0,,1966-10-19,,,20
701,701,100,1983-12-05 00:00:00.000000,,8950,,549,222.0,32.0,1965-06-10,1997-06-27 00:00:00.000000,,39
702,702,100,1981-02-18 00:00:00.000000,,8951,,549,240.0,59.0,1956-03-23,1985-04-09 00:00:00.000000,,6
703,703,100,1984-06-19 00:00:00.000000,,8952,,549,319.0,,1974-04-02,,,32
704,704,100,1988-03-27 00:00:00.000000,,8953,,549,228.0,,1984-03-10,,,13
705,705,100,1994-12-11 00:00:00.000000,,8954,,549,14.0,,1992-10-15,,,33
706,706,100,1977-10-20 00:00:00.000000,,8955,,549,305.0,71.0,1972-11-19,1977-06-26 00:00:00.000000,,26
707,707,100,1954-10-28 00:00:00.000000,,8956,,549,270.0,266.0,1950-12-26,2008-06-30 00:00:00.000000,,33
708,708,100,1973-10-11 00:00:00.000000,,8957,,549,68.0,71.0,1965-04-11,2005-03-04 00:00:00.000000,,37
709,709,100,2005-10-11 00:00:00.000000,,8958,,549,240.0,,1995-09-24,,,6
710,710,100,2007-01-03 00:00:00.000000,,8959,,549,72.0,140.0,2006-03-22,2016-06-05 00:00:00.000000,,13
711,711,100,1950-07-18 00:00:00.000000,,8960,,549,316.0,,1950-03-15,,,6
712,712,100,1977-12-07 00:00:00.000000,2012-07-12 00:00:00.000000,8961,8962.0,550,252.0,62.0,1966-09-06,2012-07-12 00:00:00.000000,,12
713,713,250,2024-11-10 19:46:15.045953,2025-04-13 19:46:15.045953,8963,8964.0,550,338.0,9.0,1993-04-11,2025-04-13 19:46:15.045953,,39
714,714,100,2008-03-15 00:00:00.000000,,8965,,549,162.0,,1959-07-03,,,24
715,715,100,2002-12-24 00:00:00.000000,,8966,,549,156.0,81.0,1985-05-04,2014-04-08 00:00:00.000000,,37
716,716,265,2024-01-25 19:46:15.045953,,8967,,549,263.0,6.0,1982-08-27,2007-12-12 00:00:00.000000,,17
717,717,173,2024-09-26 19:46:15.045953,2025-02-07 19:46:15.045953,8968,8969.0,550,44.0,140.0,1964-09-02,2025-02-07 19:46:15.045953,,46
718,718,257,2025-03-16 19:46:15.045953,,8970,,549,315.0,,1967-02-18,,,22
719,719,63,1978-05-07 19:46:15.045953,2019-08-21 19:46:15.045953,8971,8972.0,550,194.0,332.0,1962-12-15,2019-08-21 19:46:15.045953,,45
720,720,100,1991-06-14 00:00:00.000000,2014-10-07 00:00:00.000000,8973,8974.0,550,314.0,169.0,1982-03-30,2014-10-07 00:00:00.000000,2014-10-07 00:00:00.000000,48
721,721,100,1959-09-08 00:00:00.000000,,8975,,549,271.0,24.0,1958-01-02,1999-05-05 00:00:00.000000,,25
722,722,100,1976-06-03 00:00:00.000000,,8976,,549,59.0,,1958-09-09,,,20
723,723,100,1998-12-10 00:00:00.000000,,8977,,549,302.0,,1950-03-24,,,42
724,724,38,2022-11-01 19:46:15.045953,,8978,,549,306.0,,1963-12-06,,,18
725,725,100,1970-01-14 00:00:00.000000,,8979,,549,218.0,,1965-05-09,,,13
726,726,144,2024-03-04 19:46:15.045953,,8980,,549,249.0,330.0,1972-09-08,2000-02-13 00:00:00.000000,,50
727,727,87,2002-08-30 19:46:15.045953,,8981,,549,217.0,,1985-01-10,,,19
728,728,100,2002-03-29 00:00:00.000000,,8982,,549,50.0,23.0,1969-01-15,2004-02-12 00:00:00.000000,,47
729,729,75,2025-01-28 19:46:15.045953,2025-04-05 19:46:15.045953,8983,8984.0,550,298.0,65.0,2016-02-24,2025-04-05 19:46:15.045953,,7
730,730,100,2022-03-27 00:00:00.000000,,8985,,549,166.0,,1991-03-20,,,34
731,731,100,1978-05-21 00:00:00.000000,,8986,,549,174.0,,1973-06-26,,,15
732,732,100,1966-12-17 00:00:00.000000,,8987,,549,305.0,115.0,1951-10-28,1980-05-10 00:00:00.000000,,26
733,733,100,1964-08-01 00:00:00.000000,,8988,,549,172.0,146.0,1951-07-06,2002-02-21 00:00:00.000000,,1
734,734,100,2016-01-14 00:00:00.000000,,8989,,549,51.0,332.0,1953-04-03,1982-01-28 00:00:00.000000,,46
735,735,100,1967-05-19 00:00:00.000000,2005-01-18 00:00:00.000000,8990,8991.0,550,128.0,79.0,1964-11-16,2005-01-18 00:00:00.000000,2005-01-18 00:00:00.000000,15
736,736,100,1978-07-31 00:00:00.000000,,8992,,549,201.0,346.0,1971-12-26,2019-09-01 00:00:00.000000,,4
737,737,100,2017-07-05 00:00:00.000000,,8993,,549,307.0,,1977-02-03,,,24
738,738,100,1998-03-31 00:00:00.000000,,8994,,549,319.0,252.0,1989-08-21,2014-12-29 00:00:00.000000,,32
739,739,147,2024-12-23 19:46:15.045953,,8995,,549,266.0,328.0,1958-06-10,1966-07-22 00:00:00.000000,,6
740,740,100,1970-05-19 00:00:00.000000,,8996,,549,129.0,9.0,1950-10-12,1969-08-04 00:00:00.000000,,42
741,741,100,1959-10-19 00:00:00.000000,,8997,,549,198.0,,1958-10-06,,,9
742,742,100,1981-04-09 00:00:00.000000,,8998,,549,168.0,20.0,1976-02-01,1997-04-02 00:00:00.000000,,32
743,743,100,2018-08-17 00:00:00.000000,,8999,,549,124.0,173.0,2016-09-16,2024-09-30 00:00:00.000000,,25
744,744,229,2008-10-18 19:46:15.045953,2017-02-02 19:46:15.045953,9000,9001.0,550,133.0,48.0,1968-02-09,2017-02-02 19:46:15.045953,,36
745,745,100,1955-01-03 00:00:00.000000,1986-03-08 00:00:00.000000,9002,9003.0,550,127.0,99.0,1954-03-15,1986-03-08 00:00:00.000000,,18
746,746,236,2025-01-19 19:46:15.045953,,9004,,549,158.0,,1956-12-16,,,48
747,747,208,2010-01-05 19:46:15.045953,,9005,,549,76.0,198.0,1991-09-27,1996-05-05 00:00:00.000000,,39
748,748,100,2020-04-10 00:00:00.000000,,9006,,549,129.0,,1975-05-23,,,42
749,749,100,1986-12-07 00:00:00.000000,2018-05-15 00:00:00.000000,9007,9008.0,550,94.0,140.0,1959-01-09,2018-05-15 00:00:00.000000,,16
750,750,100,1968-06-09 00:00:00.000000,,9009,,549,253.0,,1952-03-27,,,3
751,751,100,1952-12-27 00:00:00.000000,,9010,,549,345.0,301.0,1950-09-23,1984-11-05 00:00:00.000000,,9
752,752,61,2005-09-25 19:46:15.045953,,9011,,549,302.0,,1993-06-23,,,42
753,753,100,1974-07-25 00:00:00.000000,,9012,,549,174.0,,1959-04-29,,,15
754,754,100,1950-03-09 00:00:00.000000,,9013,,549,16.0,,1950-01-24,,,36
755,755,100,2017-01-16 00:00:00.000000,,9014,,549,305.0,101.0,1983-09-04,2016-03-05 00:00:00.000000,,26
756,756,100,1982-11-23 00:00:00.000000,,9015,,549,50.0,,1967-11-10,,,47
757,757,100,2007-04-08 00:00:00.000000,,9016,,549,255.0,,1966-01-29,,,36
758,758,103,2019-10-04 19:46:15.045953,,9017,,549,77.0,30.0,1953-05-21,1961-11-16 00:00:00.000000,,9
759,759,100,1982-04-19 00:00:00.000000,,9018,,549,147.0,,1953-12-15,,,17
760,760,176,2022-08-04 19:46:15.045953,,9019,,549,32.0,116.0,1981-06-28,1987-05-09 00:00:00.000000,,18
761,761,100,2008-04-12 00:00:00.000000,,9020,,549,224.0,,1967-10-06,,,40
762,762,100,1982-10-28 00:00:00.000000,,9021,,549,265.0,,1951-12-15,,,7
763,763,206,2023-09-04 19:46:15.045953,,9022,,549,265.0,298.0,1977-12-28,1982-08-04 00:00:00.000000,,7
764,764,100,2006-11-01 00:00:00.000000,,9023,,549,54.0,,1962-09-18,,,35
765,765,100,1979-12-13 00:00:00.000000,,9024,,549,171.0,66.0,1962-11-21,1978-01-01 00:00:00.000000,,20
766,766,100,1973-01-04 00:00:00.000000,,9025,,549,51.0,,1951-08-06,,,46
767,767,227,2016-06-30 19:46:15.045953,2021-01-16 19:46:15.045953,9026,9027.0,550,249.0,92.0,1971-04-12,2021-01-16 19:46:15.045953,,50
768,768,100,1960-05-26 00:00:00.000000,,9028,,549,139.0,202.0,1952-07-13,1985-04-30 00:00:00.000000,,15
769,769,100,2008-11-08 00:00:00.000000,,9029,,549,168.0,299.0,1997-08-16,2013-12-10 00:00:00.000000,,32
770,770,108,2023-07-13 19:46:15.045953,2023-09-03 19:46:15.045953,9030,9031.0,550,59.0,340.0,1964-10-24,2023-09-03 19:46:15.045953,,20
771,771,100,1953-03-17 00:00:00.000000,,9032,,549,185.0,,1952-02-06,,,22
772,772,119,2019-01-15 19:46:15.045953,,9033,,549,213.0,230.0,1970-03-25,2002-04-27 00:00:00.000000,,6
773,773,100,1986-01-19 00:00:00.000000,,9034,,549,100.0,,1960-10-04,,,46
774,774,100,1955-09-06 00:00:00.000000,,9035,,549,326.0,,1951-09-23,,,16
775,775,100,2004-12-14 00:00:00.000000,,9036,,549,156.0,41.0,2000-08-01,2018-01-21 00:00:00.000000,,37
776,776,100,2002-01-08 00:00:00.000000,2017-07-04 00:00:00.000000,9037,9038.0,550,168.0,3.0,2000-04-15,2017-07-04 00:00:00.000000,,32
777,777,100,1993-10-23 00:00:00.000000,,9039,,549,335.0,,1981-11-30,,,50
778,778,236,2009-01-09 19:46:15.045953,2023-01-05 19:46:15.045953,9040,9041.0,550,97.0,309.0,1997-01-24,2023-01-05 19:46:15.045953,,42
779,779,100,1961-04-14 00:00:00.000000,,9042,,549,47.0,245.0,1959-02-09,2019-07-22 00:00:00.000000,,31
780,780,100,1975-12-03 00:00:00.000000,,9043,,549,201.0,239.0,1950-06-14,1983-09-02 00:00:00.000000,,4
781,781,247,2008-12-02 19:46:15.045953,,9044,,549,194.0,172.0,1959-03-16,1989-02-02 00:00:00.000000,,45
782,782,100,1986-12-30 00:00:00.000000,,9045,,549,237.0,103.0,1980-06-23,1994-12-22 00:00:00.000000,,13
783,783,100,1996-04-11 00:00:00.000000,,9046,,549,114.0,37.0,1953-06-29,1989-02-05 00:00:00.000000,,7
784,784,177,2020-10-24 19:46:15.045953,,9047,,549,11.0,,1994-07-29,,,10
785,785,100,2013-12-05 00:00:00.000000,2017-09-21 00:00:00.000000,9048,9049.0,550,116.0,143.0,1961-12-09,2017-09-21 00:00:00.000000,,8
786,786,100,1953-10-12 00:00:00.000000,,9050,,549,117.0,80.0,1951-06-01,1972-11-11 00:00:00.000000,,38
787,787,91,2021-12-20 19:46:15.045953,2022-03-06 19:46:15.045953,9051,9052.0,550,132.0,187.0,2001-07-05,2022-03-06 19:46:15.045953,,38
788,788,100,2000-07-28 00:00:00.000000,,9053,,549,91.0,96.0,1992-02-09,2003-02-25 00:00:00.000000,,46
789,789,100,1984-04-02 00:00:00.000000,,9054,,549,32.0,,1984-01-15,,,18
790,790,100,2018-05-05 00:00:00.000000,,9055,,549,340.0,65.0,2010-04-04,2017-01-04 00:00:00.000000,,37
791,791,100,2014-06-25 00:00:00.000000,,9056,,549,151.0,,1963-03-10,,,25
792,792,100,1963-10-25 00:00:00.000000,,9057,,549,98.0,87.0,1962-04-13,1975-03-28 00:00:00.000000,,22
793,793,100,1969-05-28 00:00:00.000000,,9058,,549,114.0,,1953-07-16,,,7
794,794,216,2025-04-01 19:46:15.045953,,9059,,549,90.0,,1960-10-27,,,19
795,795,100,1961-10-22 00:00:00.000000,,9060,,549,248.0,70.0,1956-06-13,1969-07-07 00:00:00.000000,,48
796,796,100,1973-06-09 00:00:00.000000,1994-12-15 00:00:00.000000,9061,9062.0,550,224.0,264.0,1957-01-03,1994-12-15 00:00:00.000000,1994-12-15 00:00:00.000000,40
797,797,100,1970-10-06 00:00:00.000000,1975-10-06 00:00:00.000000,9063,9064.0,550,313.0,301.0,1965-07-04,1975-10-06 00:00:00.000000,1975-10-06 00:00:00.000000,22
798,798,118,1969-10-17 19:46:15.045953,2017-01-07 19:46:15.045953,9065,9066.0,550,280.0,180.0,1954-04-12,2017-01-07 19:46:15.045953,,31
799,799,100,1965-05-15 00:00:00.000000,,9067,,549,262.0,268.0,1962-03-20,2021-08-19 00:00:00.000000,,3
800,800,100,1971-02-26 00:00:00.000000,2023-09-24 00:00:00.000000,9068,9069.0,550,75.0,87.0,1957-06-20,2023-09-24 00:00:00.000000,,45
801,801,100,2000-11-19 00:00:00.000000,,9070,,549,87.0,108.0,1958-08-08,1979-04-04 00:00:00.000000,,31
802,802,100,2018-02-01 00:00:00.000000,,9071,,549,154.0,,1964-07-07,,,41
803,803,100,1960-06-16 00:00:00.000000,,9072,,549,104.0,,1957-02-18,,,42
804,804,79,2021-03-05 19:46:15.045953,,9073,,549,250.0,,2002-10-15,,,7
805,805,86,2022-08-03 19:46:15.045953,,9074,,549,11.0,171.0,1974-08-27,2008-05-15 00:00:00.000000,,10
806,806,100,1975-08-25 00:00:00.000000,,9075,,549,75.0,,1952-07-06,,,45
807,807,84,2025-03-17 19:46:15.045953,,9076,,549,106.0,142.0,2003-06-24,2024-06-03 00:00:00.000000,,50
808,808,100,1982-07-23 00:00:00.000000,,9077,,549,196.0,,1959-09-02,,,28
809,809,176,2009-01-08 19:46:15.045953,2023-06-02 19:46:15.045953,9078,9079.0,550,122.0,49.0,1999-07-05,2023-06-02 19:46:15.045953,,26
810,810,100,2003-08-07 00:00:00.000000,,9080,,549,307.0,,1954-10-28,,,24
811,811,100,1971-04-22 00:00:00.000000,2014-10-30 00:00:00.000000,9081,9082.0,550,94.0,22.0,1958-06-14,2014-10-30 00:00:00.000000,,16
812,812,100,1960-12-11 00:00:00.000000,,9083,,549,332.0,26.0,1958-02-02,2023-01-17 00:00:00.000000,,18
813,813,46,2021-06-27 19:46:15.045953,2022-08-06 19:46:15.045953,9084,9085.0,550,342.0,162.0,1987-10-22,2022-08-06 19:46:15.045953,,2
814,814,100,2002-09-22 00:00:00.000000,,9086,,549,216.0,,1963-01-23,,,32
815,815,251,2024-04-07 19:46:15.045953,,9087,,549,263.0,208.0,2001-05-02,2021-09-26 00:00:00.000000,,17
816,816,100,1967-07-16 00:00:00.000000,,9088,,549,333.0,269.0,1962-03-14,1989-03-06 00:00:00.000000,,33
817,817,100,1967-06-06 00:00:00.000000,1992-06-28 00:00:00.000000,9089,9090.0,550,316.0,32.0,1961-04-09,1992-06-28 00:00:00.000000,,6
818,818,56,2025-04-10 19:46:15.045953,2025-04-15 19:46:15.045953,9091,9092.0,550,297.0,217.0,1964-05-09,2025-04-15 19:46:15.045953,,20
819,819,100,1970-01-06 00:00:00.000000,,9093,,549,202.0,,1954-06-01,,,26
820,820,100,1967-08-30 00:00:00.000000,,9094,,549,218.0,234.0,1961-03-20,1975-11-14 00:00:00.000000,,13
821,821,219,1979-04-23 19:46:15.045953,,9095,,549,151.0,64.0,1965-02-26,1978-02-14 00:00:00.000000,,25
822,822,163,2025-01-01 19:46:15.045953,2025-03-16 19:46:15.045953,9096,9097.0,550,340.0,80.0,2011-02-25,2025-03-16 19:46:15.045953,,37
823,823,100,1976-02-18 00:00:00.000000,,9098,,549,115.0,,1951-11-26,,,34
824,824,100,1974-12-07 00:00:00.000000,2002-11-17 00:00:00.000000,9099,9100.0,550,253.0,140.0,1963-06-05,2002-11-17 00:00:00.000000,,3
825,825,246,1981-01-03 19:46:15.045953,,9101,,549,11.0,32.0,1958-04-28,1991-06-27 00:00:00.000000,,10
826,826,100,1984-10-18 00:00:00.000000,,9102,,549,198.0,,1969-11-11,,,9
827,827,100,2023-12-09 00:00:00.000000,,9103,,549,62.0,,2007-11-14,,,4
828,828,100,1970-05-04 00:00:00.000000,,9104,,549,219.0,,1970-04-20,,,21
